ordinal,fault_id,paired_fault_id,stuck_at,location_id,site_id,site_key,region,source_net,source_class,source_fanout,fanout_bucket,sink_instance,sink_cell_type,sink_pin,sink_role,stratum,result,screening_decision,xrun_exit_status,run_dir,xrun_log,signature_present,fault_json_present,fault_patch_present
369,BF0185_SA0,BF0185_SA1,0,BL00185,BS015958,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9892|A2,id_control_regfile,n_301,combinational_output,3,3_4,g9892,NAND2_X1,A2,combinational_input,id_control_regfile|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0185_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0185_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
370,BF0185_SA1,BF0185_SA0,1,BL00185,BS015958,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9892|A2,id_control_regfile,n_301,combinational_output,3,3_4,g9892,NAND2_X1,A2,combinational_input,id_control_regfile|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0185_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0185_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
371,BF0186_SA0,BF0186_SA1,0,BL00186,BS015978,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9986|A1,id_control_regfile,n_306,combinational_output,5,5_8,g9986,NOR2_X1,A1,combinational_input,id_control_regfile|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0186_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0186_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
372,BF0186_SA1,BF0186_SA0,1,BL00186,BS015978,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9986|A1,id_control_regfile,n_306,combinational_output,5,5_8,g9986,NOR2_X1,A1,combinational_input,id_control_regfile|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0186_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0186_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
373,BF0187_SA0,BF0187_SA1,0,BL00187,BS015982,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9918|A2,id_control_regfile,n_307,combinational_output,2,2,g9918,OR2_X1,A2,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0187_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0187_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
374,BF0187_SA1,BF0187_SA0,1,BL00187,BS015982,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9918|A2,id_control_regfile,n_307,combinational_output,2,2,g9918,OR2_X1,A2,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0187_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0187_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
375,BF0188_SA0,BF0188_SA1,0,BL00188,BS016004,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10529|B,id_control_regfile,n_5,combinational_output,2,2,g10529,OAI211_X1,B,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0188_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0188_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
376,BF0188_SA1,BF0188_SA0,1,BL00188,BS016004,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10529|B,id_control_regfile,n_5,combinational_output,2,2,g10529,OAI211_X1,B,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0188_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0188_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
377,BF0189_SA0,BF0189_SA1,0,BL00189,BS016033,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10534|B,id_control_regfile,n_96,combinational_output,2,2,g10534,AOI211_X1,B,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0189_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0189_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
378,BF0189_SA1,BF0189_SA0,1,BL00189,BS016033,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10534|B,id_control_regfile,n_96,combinational_output,2,2,g10534,AOI211_X1,B,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0189_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0189_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
379,BF0190_SA0,BF0190_SA1,0,BL00190,BS016079,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g16340|S,id_control_regfile,ctrl_transfer_target_mux_sel[0],hierarchy_boundary,34,gt_8,g16340,MUX2_X1,S,mux_select,id_control_regfile|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0190_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0190_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
380,BF0190_SA1,BF0190_SA0,1,BL00190,BS016079,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g16340|S,id_control_regfile,ctrl_transfer_target_mux_sel[0],hierarchy_boundary,34,gt_8,g16340,MUX2_X1,S,mux_select,id_control_regfile|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0190_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0190_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
381,BF0191_SA0,BF0191_SA1,0,BL00191,BS016096,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28151|A2,id_control_regfile,operand_a_fw_mux_sel[0],hierarchy_boundary,2,2,g28151,AND2_X2,A2,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0191_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0191_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
382,BF0191_SA1,BF0191_SA0,1,BL00191,BS016096,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28151|A2,id_control_regfile,operand_a_fw_mux_sel[0],hierarchy_boundary,2,2,g28151,AND2_X2,A2,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0191_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0191_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
383,BF0192_SA0,BF0192_SA1,0,BL00192,BS016196,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28136|A1,id_control_regfile,regfile_alu_wdata_fw_i[8],hierarchy_boundary,3,3_4,g28136,NAND2_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0192_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0192_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
384,BF0192_SA1,BF0192_SA0,1,BL00192,BS016196,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28136|A1,id_control_regfile,regfile_alu_wdata_fw_i[8],hierarchy_boundary,3,3_4,g28136,NAND2_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0192_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0192_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
385,BF0193_SA0,BF0193_SA1,0,BL00193,BS016302,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27838|A1,id_control_regfile,regfile_wdata_wb_i[18],hierarchy_boundary,2,2,g27838,AOI222_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0193_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0193_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
386,BF0193_SA1,BF0193_SA0,1,BL00193,BS016302,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27838|A1,id_control_regfile,regfile_wdata_wb_i[18],hierarchy_boundary,2,2,g27838,AOI222_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0193_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0193_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
387,BF0194_SA0,BF0194_SA1,0,BL00194,BS016313,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27852|A1,id_control_regfile,regfile_wdata_wb_i[22],hierarchy_boundary,2,2,g27852,AOI222_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0194_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0194_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
388,BF0194_SA1,BF0194_SA0,1,BL00194,BS016313,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27852|A1,id_control_regfile,regfile_wdata_wb_i[22],hierarchy_boundary,2,2,g27852,AOI222_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0194_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0194_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
389,BF0195_SA0,BF0195_SA1,0,BL00195,BS016334,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27873|A1,id_control_regfile,regfile_wdata_wb_i[3],hierarchy_boundary,2,2,g27873,AOI222_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0195_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0195_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
390,BF0195_SA1,BF0195_SA0,1,BL00195,BS016334,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27873|A1,id_control_regfile,regfile_wdata_wb_i[3],hierarchy_boundary,2,2,g27873,AOI222_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0195_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0195_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
391,BF0196_SA0,BF0196_SA1,0,BL00196,BS016459,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g66994|B2,id_control_regfile,\mem[10] [31],sequential_output,3,3_4,g66994,AOI22_X1,B2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0196_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0196_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
392,BF0196_SA1,BF0196_SA0,1,BL00196,BS016459,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g66994|B2,id_control_regfile,\mem[10] [31],sequential_output,3,3_4,g66994,AOI22_X1,B2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0196_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0196_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
393,BF0197_SA0,BF0197_SA1,0,BL00197,BS016577,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g65382|A2,id_control_regfile,\mem[12] [22],sequential_output,3,3_4,g65382,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0197_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0197_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
394,BF0197_SA1,BF0197_SA0,1,BL00197,BS016577,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g65382|A2,id_control_regfile,\mem[12] [22],sequential_output,3,3_4,g65382,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0197_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0197_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
395,BF0198_SA0,BF0198_SA1,0,BL00198,BS016633,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g67060|A2,id_control_regfile,\mem[13] [14],sequential_output,2,2,g67060,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0198_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0198_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
396,BF0198_SA1,BF0198_SA0,1,BL00198,BS016633,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g67060|A2,id_control_regfile,\mem[13] [14],sequential_output,2,2,g67060,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0198_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0198_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
397,BF0199_SA0,BF0199_SA1,0,BL00199,BS016738,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g66923|B2,id_control_regfile,\mem[14] [26],sequential_output,3,3_4,g66923,AOI22_X1,B2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0199_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0199_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
398,BF0199_SA1,BF0199_SA0,1,BL00199,BS016738,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g66923|B2,id_control_regfile,\mem[14] [26],sequential_output,3,3_4,g66923,AOI22_X1,B2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0199_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0199_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
399,BF0200_SA0,BF0200_SA1,0,BL00200,BS016796,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g3749|A2,id_control_regfile,\mem[15] [21],sequential_output,2,2,g3749,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0200_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0200_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
400,BF0200_SA1,BF0200_SA0,1,BL00200,BS016796,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g3749|A2,id_control_regfile,\mem[15] [21],sequential_output,2,2,g3749,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0200_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0200_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
401,BF0201_SA0,BF0201_SA1,0,BL00201,BS016888,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g65200|A2,id_control_regfile,\mem[16] [27],sequential_output,3,3_4,g65200,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0201_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0201_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
402,BF0201_SA1,BF0201_SA0,1,BL00201,BS016888,cv32e40p_register_file_ADDR_WIDTH6_DATA_WIDTH32_FPU0_ZFINX0|g65200|A2,id_control_regfile,\mem[16] [27],sequential_output,3,3_4,g65200,AOI22_X1,A2,combinational_input,id_control_regfile|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0201_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0201_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
